Belegnummer;Personennummer;Buchungsdatum;Betrag;Verwendungszweck
14837;10042;27.03.2025;4746,13;Beitrag Januar – Kundennummer 10042
15383;10154;16.01.2025;831,69;Überweisung an Andreas Reinsberg
12128;10728;22.09.2025;3025,87;Lastschrift DE20999999990000010728
15145;10392;06.11.2025;-515,44;Dauerauftrag Juni
10210;10280;05.10.2025;-609,34;Rechnung 2024-9421, Rückfragen unter 0541/897555-87
14053;10588;09.05.2025;-1462,67;Gutschrift Vorgang 2615
13871;10392;09.01.2025;8800,73;Beitrag Mai – Kundennummer 10392
14501;10511;20.07.2025;2108,61;Rechnung 2024-6334, Rückfragen unter (050) 7362061
10308;10399;03.09.2025;878,97;Rechnung 2024-9701, Rückfragen unter 0232/307194-20
10532;10357;07.11.2025;-2732,49;Dauerauftrag März
11561;10308;08.03.2025;7086,97;Beitrag September – Kundennummer 10308
10707;10105;24.02.2025;2668,76;Rechnung 2024-9121, Rückfragen unter +49 43 50888355
11862;10616;05.08.2025;7252,02;Gutschrift Vorgang 3218
14116;10168;16.12.2025;1076,22;Überweisung an Ingo Thelen
11260;10560;24.06.2025;-2326,43;Gutschrift Vorgang 6115
12401;10504;20.06.2025;-1790,39;Rechnung 2024-4539, Rückfragen unter +49 56 54937953
15516;10588;29.10.2025;6836,94;Dauerauftrag Dezember
15810;10700;14.02.2025;7805,23;Dauerauftrag Januar
10427;10812;08.04.2025;5437,93;Rechnung 2024-3751, Rückfragen unter 0668/474264-40
12723;10035;14.12.2025;2861,15;Rechnung 2024-3976, Rückfragen unter +49 86 76464505
10504;10672;26.06.2025;2973,88;Beitrag April – Kundennummer 10672
12807;10014;25.08.2025;4532,83;Rückzahlung an peter.illigen@beispiel-firma.de
13682;10581;06.02.2025;7820,81;Dauerauftrag November
14186;10077;07.10.2025;3418,67;Rechnung 2024-4278, Rückfragen unter (033) 7834537
13822;10014;27.12.2025;6331,98;Dauerauftrag Juli
13136;10406;06.07.2025;-344,41;Gutschrift Vorgang 8387
13913;10490;28.09.2025;5426,64;Rückzahlung an norbert.gruenwald@beispiel-firma.de
14893;10406;12.06.2025;4725,63;Gutschrift Vorgang 4501
12079;10560;28.12.2025;-2720,11;Gutschrift Vorgang 4559
12870;10287;24.01.2025;8625,79;Lastschrift DE29999999990000010287
11274;10469;02.04.2025;2400,14;Dauerauftrag November
12142;10791;14.01.2025;-2952,40;Dauerauftrag Juli
12807;10007;13.03.2025;2831,93;Rückzahlung an irene.baumgartner@beispiel-firma.de
12443;10756;28.07.2025;-1115,16;Überweisung an Andreas Niederegger
11295;10273;20.04.2025;2836,28;Gutschrift Vorgang 6267
15719;10343;30.01.2025;-1697,34;Dauerauftrag Februar
14431;10000;21.11.2025;-2512,94;Beitrag Juli – Kundennummer 10000
12737;10693;19.04.2025;-631,84;Beitrag Januar – Kundennummer 10693
15733;10028;20.02.2025;8487,66;"Miete Dezember; Konto DE40999999990000010028"
10000;10581;06.04.2025;5548,24;Lastschrift DE53999999990000010581
13836;10329;25.11.2025;7062,48;Rückzahlung an nadine.uhlenbrock@beispiel-firma.de
11092;10581;25.09.2025;1471,35;Überweisung an Jutta Quandtner
11820;10553;23.08.2025;8036,43;Überweisung an Gisela Thelen
15495;10735;24.01.2025;5972,91;Beitrag Juli – Kundennummer 10735
11085;10749;01.08.2025;102,04;Rechnung 2024-9624, Rückfragen unter (035) 3758599
11239;10616;11.12.2025;9,13;Dauerauftrag Januar
12450;10154;28.01.2025;-239,79;Beitrag März – Kundennummer 10154
10511;10574;10.09.2025;5253,34;Rückzahlung an elias.quandtner@beispiel-firma.de
15558;10259;20.03.2025;5539,22;"Miete April; Konto DE91999999990000010259"
10378;10007;16.11.2025;56,42;Gutschrift Vorgang 9562
15250;10483;27.10.2025;3334,54;Lastschrift DE45999999990000010483
13843;10672;19.12.2025;706,98;Rechnung 2024-7807, Rückfragen unter +49 63 43283493
12177;10098;24.04.2025;4480,23;Lastschrift DE20999999990000010098
10196;10021;02.02.2025;972,11;Rückzahlung an monika.illigen@beispiel-firma.de
12282;10294;16.10.2025;-1615,91;Dauerauftrag Juni
14977;10497;19.09.2025;-1807,59;Rückzahlung an elke.lindhorst@beispiel-firma.de
12576;10161;21.05.2025;7885,28;"Miete November; Konto DE83999999990000010161"
11127;10252;31.05.2025;4584,66;Beitrag Mai – Kundennummer 10252
14018;10056;25.10.2025;7797,71;Dauerauftrag Februar
14459;10616;14.06.2025;4748,88;Gutschrift Vorgang 1402
11624;10266;28.08.2025;3489,33;"Miete Juli; Konto DE08999999990000010266"
14935;10252;06.04.2025;7814,40;"Miete September; Konto DE84999999990000010252"
14893;10028;22.07.2025;128,25;Beitrag Juli – Kundennummer 10028
12548;10427;18.10.2025;4092,91;Dauerauftrag August
15278;10322;14.07.2025;5602,35;Rückzahlung an norbert.hasselbach@beispiel-firma.de
14263;10441;03.09.2025;8360,29;Beitrag August – Kundennummer 10441
11302;10742;29.09.2025;-2503,12;Überweisung an Frank Jahnke
10700;10434;09.01.2025;4175,15;Rechnung 2024-8514, Rückfragen unter (050) 1129617
12471;10203;16.10.2025;4022,43;Beitrag Juli – Kundennummer 10203
13031;10560;06.02.2025;7850,66;Lastschrift DE32999999990000010560
15397;10651;10.04.2025;7741,67;Beitrag Dezember – Kundennummer 10651
13346;10833;03.03.2025;4434,75;Gutschrift Vorgang 0783
13955;10476;23.08.2025;-1966,64;Rückzahlung an norbert.zangerle@beispiel-firma.de
13290;10483;09.04.2025;4171,71;Gutschrift Vorgang 3121
10924;10021;01.11.2025;-599,27;Rechnung 2024-6351, Rückfragen unter (050) 8781818
15313;10511;22.03.2025;481,53;Gutschrift Vorgang 0276
12569;10119;11.08.2025;-2796,06;Rückzahlung an monika.fassbender@beispiel-firma.de
13437;10469;13.10.2025;-2521,17;Beitrag Juli – Kundennummer 10469
14193;10581;15.12.2025;6541,78;Lastschrift DE53999999990000010581
13458;10735;26.02.2025;6639,18;Dauerauftrag Juni
13934;10028;14.05.2025;3135,34;"Miete Juni; Konto DE40999999990000010028"
15740;10665;01.01.2025;6641,64;Gutschrift Vorgang 7952
13206;10084;19.06.2025;2170,30;Gutschrift Vorgang 4657
15208;10497;25.02.2025;2892,13;Gutschrift Vorgang 6269
11708;10231;16.07.2025;5740,05;"Miete März; Konto DE63999999990000010231"
11680;10245;08.05.2025;-95,16;Beitrag Dezember – Kundennummer 10245
12877;10518;06.03.2025;8385,23;Beitrag Mai – Kundennummer 10518
10770;10595;14.04.2025;3890,95;"Miete Januar; Konto DE67999999990000010595"
12240;10035;05.04.2025;-1102,86;Überweisung an Anja Grünwald
15705;10364;29.03.2025;-866,04;Überweisung an Norbert Thelen
14585;10574;07.04.2025;2995,66;Rechnung 2024-3894, Rückfragen unter +49 73 81194342
14298;10098;18.03.2025;2112,02;Rechnung 2024-9643, Rückfragen unter +49 74 99994161
11666;10007;04.10.2025;6890,02;Gutschrift Vorgang 4594
12037;10469;04.08.2025;7215,94;Rückzahlung an birgit.steinkamp@beispiel-firma.de
14291;10441;18.03.2025;7590,67;"Miete Oktober; Konto DE03999999990000010441"
13010;10140;09.10.2025;4308,01;Rückzahlung an dieter.fassbender@beispiel-firma.de
14508;10077;10.07.2025;4189,77;Rückzahlung an renate.thelen@beispiel-firma.de
11225;10658;14.10.2025;3144,91;Dauerauftrag August
15747;10119;22.02.2025;6545,23;Beitrag April – Kundennummer 10119
15236;10609;26.08.2025;6074,94;Lastschrift DE81999999990000010609
11953;10574;30.12.2025;7923,54;Überweisung an Elias Quandtner
13374;10588;07.07.2025;8085,32;Beitrag Juni – Kundennummer 10588
14753;10707;17.04.2025;-2312,70;"Miete April; Konto DE89999999990000010707"
15488;10644;01.05.2025;-495,91;Gutschrift Vorgang 3266
12338;10014;21.12.2025;7718,90;Dauerauftrag April
12758;10238;23.01.2025;6579,02;"Miete August; Konto DE70999999990000010238"
13339;10196;11.02.2025;8562,27;Überweisung an Gerd Reinsberg
12464;10826;30.12.2025;7265,07;"Miete August; Konto DE28999999990000010826"
11197;10616;30.10.2025;8891,11;Überweisung an Ingo Pflüger
10315;10168;15.11.2025;5278,65;Lastschrift DE90999999990000010168
15537;10644;22.01.2025;8505,60;"Miete März; Konto DE26999999990000010644"
14571;10805;20.05.2025;-1854,49;Überweisung an Heike Kettenbach
12079;10679;13.06.2025;3128,91;Beitrag Mai – Kundennummer 10679
11484;10049;10.06.2025;8756,18;Überweisung an Anja Vollmering
11365;10189;07.01.2025;-2744,93;Gutschrift Vorgang 7576
15516;10784;03.04.2025;5945,71;Überweisung an Lars Zangerle
12443;10371;21.03.2025;1059,91;Gutschrift Vorgang 0450
12877;10294;19.06.2025;-1849,28;Rechnung 2024-5856, Rückfragen unter (035) 4515181
14109;10812;24.11.2025;-938,63;Beitrag April – Kundennummer 10812
12177;10280;17.05.2025;7683,40;Gutschrift Vorgang 3173
14319;10763;13.12.2025;7090,41;Überweisung an Doris Wachsmuth
10042;10511;07.01.2025;3478,65;"Miete März; Konto DE73999999990000010511"
10476;10819;14.06.2025;1607,21;"Miete Februar; Konto DE21999999990000010819"
15796;10007;03.02.2025;5963,03;Lastschrift DE19999999990000010007
13850;10616;07.08.2025;2078,27;Überweisung an Ingo Pflüger
13703;10595;23.06.2025;-1261,08;Rechnung 2024-2339, Rückfragen unter (045) 2905539
12506;10000;08.10.2025;5046,82;"Miete August; Konto DE12999999990000010000"
14599;10539;05.05.2025;-131,43;Beitrag Juni – Kundennummer 10539
10245;10098;07.02.2025;-1896,42;Gutschrift Vorgang 9548
14025;10504;20.11.2025;6173,28;Beitrag März – Kundennummer 10504
10336;10196;06.05.2025;4243,53;Dauerauftrag Juli
15628;10770;04.11.2025;2373,28;Dauerauftrag Dezember
10882;10140;29.05.2025;5958,90;Gutschrift Vorgang 3394
11099;10826;21.05.2025;3536,24;Dauerauftrag Februar
15467;10182;01.10.2025;-185,57;Gutschrift Vorgang 7616
10343;10322;04.08.2025;4727,15;Rechnung 2024-2220, Rückfragen unter +49 36 39894836
10945;10700;24.03.2025;354,93;Lastschrift DE82999999990000010700
10196;10042;26.09.2025;7046,07;Lastschrift DE54999999990000010042
11603;10364;20.03.2025;588,86;Dauerauftrag Januar
13066;10231;11.01.2025;1320,59;Überweisung an Franziska Achterberg
10672;10651;18.04.2025;-2803,69;"Miete Juli; Konto DE33999999990000010651"
14438;10336;27.08.2025;-731,41;"Miete Juli; Konto DE78999999990000010336"
14354;10364;22.05.2025;2120,56;Gutschrift Vorgang 2291
15026;10476;01.04.2025;8101,18;Lastschrift DE38999999990000010476
10035;10014;04.08.2025;-2913,68;Rechnung 2024-3895, Rückfragen unter (033) 8248381
15495;10749;16.09.2025;3549,65;Rückzahlung an anja.dettmer@beispiel-firma.de
12653;10553;24.03.2025;-1368,21;Dauerauftrag Mai
15523;10483;10.07.2025;5271,28;Dauerauftrag Mai
12562;10245;24.12.2025;8991,66;Lastschrift DE77999999990000010245
14361;10308;08.04.2025;5815,79;Dauerauftrag August
11806;10679;19.10.2025;6941,17;Rechnung 2024-1392, Rückfragen unter 0791/809370-64
11974;10406;30.06.2025;1572,33;Gutschrift Vorgang 5558
14830;10497;17.12.2025;3931,08;Rechnung 2024-6725, Rückfragen unter +49 60 82966050
15530;10644;05.03.2025;3146,08;Rückzahlung an olaf.kettenbach@beispiel-firma.de
12275;10483;23.03.2025;4776,00;Rückzahlung an petra.lindhorst@beispiel-firma.de
10679;10231;04.03.2025;3847,90;Rechnung 2024-7700, Rückfragen unter 0564/279200-99
12226;10210;24.02.2025;-2775,21;Überweisung an Andreas Illigen
10154;10763;29.07.2025;6385,78;Rechnung 2024-8731, Rückfragen unter +49 35 78788331
13444;10511;02.01.2025;-1888,78;Beitrag November – Kundennummer 10511
13752;10154;24.09.2025;6661,05;Überweisung an Andreas Reinsberg
11666;10077;05.10.2025;5040,55;Dauerauftrag Juli
14368;10756;05.09.2025;2724,18;Gutschrift Vorgang 6612
11428;10707;07.11.2025;31,84;Gutschrift Vorgang 1117
11505;10140;04.01.2025;-74,90;Rückzahlung an dieter.fassbender@beispiel-firma.de
12772;10721;22.04.2025;764,93;Lastschrift DE13999999990000010721
15649;10217;21.02.2025;5071,40;Überweisung an Irene Kettenbach
12702;10553;14.12.2025;2618,88;Rückzahlung an gisela.thelen@beispiel-firma.de
15040;10735;11.01.2025;1047,60;Beitrag Juli – Kundennummer 10735
10126;10469;24.01.2025;2266,22;"Miete Januar; Konto DE31999999990000010469"
14753;10196;16.07.2025;3164,06;Gutschrift Vorgang 6820
15495;10602;28.12.2025;-164,45;Rückzahlung an frank.reinsberg@beispiel-firma.de
11225;10154;31.07.2025;5255,01;Gutschrift Vorgang 1092
12625;10623;04.07.2025;8300,21;Dauerauftrag Juli
14697;10175;04.03.2025;6040,77;Gutschrift Vorgang 6519
15117;10049;07.12.2025;8216,57;Rückzahlung an anja.vollmering@beispiel-firma.de
14473;10273;20.12.2025;3808,45;Lastschrift DE15999999990000010273
11953;10476;13.02.2025;1698,74;Überweisung an Norbert Zangerle
12842;10798;02.07.2025;-1942,75;Dauerauftrag März
10147;10784;23.08.2025;5568,90;Überweisung an Lars Zangerle
13381;10371;22.07.2025;1651,56;Beitrag November – Kundennummer 10371
14011;10637;19.06.2025;803,75;"Miete September; Konto DE19999999990000010637"
13318;10833;15.10.2025;8872,75;Dauerauftrag Januar
14585;10574;15.01.2025;-2779,05;Lastschrift DE46999999990000010574
11092;10224;25.02.2025;5487,83;Lastschrift DE56999999990000010224
14578;10784;24.12.2025;6826,17;Gutschrift Vorgang 6285
13248;10210;06.09.2025;5837,76;Überweisung an Andreas Illigen
10945;10777;15.04.2025;-2634,55;"Miete Januar; Konto DE69999999990000010777"
13801;10420;21.02.2025;4141,11;Überweisung an Gerd Thelen
11988;10378;20.12.2025;6764,06;Rückzahlung an frank.vollmering@beispiel-firma.de
15432;10630;23.02.2025;3521,29;Beitrag November – Kundennummer 10630
11547;10469;14.07.2025;8372,18;Rechnung 2024-5994, Rückfragen unter +49 57 70945276
14235;10196;09.01.2025;2445,20;Beitrag Juli – Kundennummer 10196
12996;10238;02.11.2025;3575,90;Dauerauftrag Juni
12499;10399;18.04.2025;1656,31;Beitrag März – Kundennummer 10399
14662;10091;05.09.2025;2912,41;Rechnung 2024-7733, Rückfragen unter 0741/131783-19
10007;10350;18.05.2025;7360,07;Rückzahlung an holger.vollmering@beispiel-firma.de
12723;10455;20.11.2025;7131,01;Beitrag Dezember – Kundennummer 10455
14543;10525;10.11.2025;-2745,07;Dauerauftrag Juni
12982;10525;30.07.2025;7974,16;Gutschrift Vorgang 6468
10112;10126;13.01.2025;3517,19;Lastschrift DE48999999990000010126
13780;10826;06.01.2025;-2107,42;Dauerauftrag September
10609;10616;30.03.2025;2134,36;Überweisung an Ingo Pflüger
12996;10833;25.11.2025;-717,67;Gutschrift Vorgang 8990
14032;10574;13.05.2025;6780,49;Dauerauftrag April
10658;10266;10.01.2025;6454,12;Dauerauftrag Januar
11386;10105;14.05.2025;5646,56;Rückzahlung an lena.kettenbach@beispiel-firma.de
13675;10490;26.10.2025;270,60;Lastschrift DE52999999990000010490
12170;10266;17.06.2025;2919,78;Überweisung an Christoph Thelen
14676;10245;19.08.2025;5925,05;Dauerauftrag Oktober
13458;10658;01.03.2025;3408,23;Rechnung 2024-4965, Rückfragen unter +49 54 21773045
10721;10721;28.09.2025;7909,23;Dauerauftrag Oktober
13031;10210;26.03.2025;-2400,17;Dauerauftrag Februar
10672;10371;20.06.2025;5299,84;Rückzahlung an birgit.steinkamp@beispiel-firma.de
13577;10308;23.01.2025;4601,31;Überweisung an Olaf Zangerle
13024;10623;20.05.2025;8220,05;Überweisung an Nadine Wachsmuth
14067;10238;26.01.2025;272,28;Lastschrift DE70999999990000010238
11897;10777;12.02.2025;5762,12;Beitrag Juli – Kundennummer 10777
14109;10616;30.01.2025;-1179,44;Rechnung 2024-9812, Rückfragen unter 0647/689141-39
11953;10399;06.09.2025;-167,87;Lastschrift DE51999999990000010399
14753;10693;13.10.2025;8893,11;Gutschrift Vorgang 7609
11484;10686;28.11.2025;-2368,71;Lastschrift DE68999999990000010686
13045;10637;07.09.2025;8959,55;Dauerauftrag August
11008;10805;02.03.2025;4565,86;"Miete Oktober; Konto DE07999999990000010805"
10070;10567;18.05.2025;4309,39;Überweisung an Irene Zangerle
14844;10763;26.08.2025;-111,48;Rückzahlung an doris.wachsmuth@beispiel-firma.de
10868;10014;07.05.2025;1531,12;Rückzahlung an peter.illigen@beispiel-firma.de
10021;10294;29.10.2025;5624,71;Lastschrift DE36999999990000010294
13521;10063;10.10.2025;6082,07;"Miete September; Konto DE75999999990000010063"
12590;10644;01.07.2025;3647,56;Rückzahlung an olaf.kettenbach@beispiel-firma.de
13192;10371;17.09.2025;1336,65;Lastschrift DE23999999990000010371
13983;10203;05.03.2025;1146,18;Rechnung 2024-8088, Rückfragen unter +49 49 45176517
14928;10770;12.03.2025;8268,35;Beitrag September – Kundennummer 10770
10987;10217;02.06.2025;3204,85;Lastschrift DE49999999990000010217
12912;10777;19.03.2025;1887,76;Gutschrift Vorgang 2288
14886;10385;28.02.2025;4570,53;Rechnung 2024-3785, Rückfragen unter 0439/539874-29
12716;10581;24.08.2025;793,89;Rechnung 2024-2365, Rückfragen unter 0551/809732-94
11393;10168;12.07.2025;-1797,67;Dauerauftrag März
15376;10161;17.02.2025;-1385,31;Rechnung 2024-8912, Rückfragen unter (065) 2231322
11190;10462;06.11.2025;-276,37;Gutschrift Vorgang 0827
15341;10140;13.01.2025;-2983,57;Gutschrift Vorgang 8563
11155;10693;07.07.2025;-2061,70;Gutschrift Vorgang 5600
14396;10805;11.11.2025;-2972,04;Gutschrift Vorgang 7687
11673;10112;26.07.2025;4106,48;Beitrag Oktober – Kundennummer 10112
11295;10098;07.02.2025;6013,39;Lastschrift DE20999999990000010098
12086;10700;27.09.2025;6510,36;Beitrag Mai – Kundennummer 10700
12058;10672;19.06.2025;7214,94;Überweisung an Frank Niederegger
11225;10434;17.06.2025;-902,47;Rückzahlung an peter.dettmer@beispiel-firma.de
15572;10105;17.02.2025;6645,08;Rechnung 2024-4394, Rückfragen unter +49 43 50888355
11652;10721;13.07.2025;6254,27;Beitrag Januar – Kundennummer 10721
15523;10532;22.01.2025;4636,51;"Miete Juni; Konto DE04999999990000010532"
15453;10763;05.08.2025;7617,17;Dauerauftrag November
11057;10791;07.03.2025;8629,08;Überweisung an Anja Reinsberg
10028;10238;25.03.2025;-653,83;Überweisung an Holger Baumgartner
13738;10714;10.05.2025;-2744,16;"Miete September; Konto DE06999999990000010714"
11750;10385;12.11.2025;8151,79;Dauerauftrag Mai
11309;10595;06.09.2025;-1912,17;Gutschrift Vorgang 6748
10987;10021;06.12.2025;2131,96;Überweisung an Monika Illigen
12758;10441;27.02.2025;4000,75;Dauerauftrag Januar
11008;10756;25.10.2025;5088,90;Gutschrift Vorgang 8749
15544;10693;12.05.2025;6879,45;Rückzahlung an doris.kettenbach@beispiel-firma.de
10287;10035;08.01.2025;1882,65;Rechnung 2024-9331, Rückfragen unter +49 86 76464505
11295;10784;27.01.2025;5266,53;Überweisung an Lars Zangerle
14074;10791;14.10.2025;1999,02;Überweisung an Anja Reinsberg
14494;10084;27.08.2025;4087,38;Lastschrift DE06999999990000010084
10371;10693;24.05.2025;5207,78;Überweisung an Doris Kettenbach
10875;10168;01.10.2025;-2126,23;Dauerauftrag Juni
10994;10665;16.01.2025;2256,94;Lastschrift DE47999999990000010665
12695;10742;24.01.2025;-163,80;Dauerauftrag August
15530;10210;12.08.2025;1616,32;Rechnung 2024-2270, Rückfragen unter +49 71 99059829
10581;10833;20.09.2025;7966,48;Gutschrift Vorgang 7932
12933;10749;15.06.2025;4279,58;"Miete Oktober; Konto DE41999999990000010749"
13143;10399;23.05.2025;8513,04;Beitrag September – Kundennummer 10399
13458;10420;09.07.2025;4558,89;Überweisung an Gerd Thelen
15383;10336;15.03.2025;487,25;Gutschrift Vorgang 9790
14697;10735;08.05.2025;8178,05;Gutschrift Vorgang 2160
11848;10399;07.07.2025;2939,80;Rechnung 2024-8885, Rückfragen unter 0232/307194-20
13080;10301;31.07.2025;1776,60;Dauerauftrag April
13325;10105;03.09.2025;4674,21;"Miete September; Konto DE27999999990000010105"
14333;10168;18.02.2025;4223,87;Dauerauftrag Juli
11582;10357;22.10.2025;-208,80;Rechnung 2024-4770, Rückfragen unter +49 71 10593165
14998;10749;25.04.2025;2719,29;Gutschrift Vorgang 6863
14669;10056;27.04.2025;415,09;Rechnung 2024-4844, Rückfragen unter (069) 4393053
15754;10329;15.04.2025;8463,61;Dauerauftrag Juli
14368;10175;28.03.2025;6350,57;Gutschrift Vorgang 7674
15530;10245;19.05.2025;-2646,02;Rückzahlung an gisela.niederegger@beispiel-firma.de
11323;10196;02.05.2025;8038,29;Rechnung 2024-9320, Rückfragen unter +49 68 77363452
11043;10560;30.08.2025;-456,22;Überweisung an Olaf Jahnke
12989;10413;14.02.2025;4638,70;Beitrag September – Kundennummer 10413
10098;10476;18.11.2025;-1524,57;Beitrag Juli – Kundennummer 10476
11638;10420;10.12.2025;-2469,41;Dauerauftrag Februar
13528;10637;01.03.2025;3138,52;Gutschrift Vorgang 5491
12499;10308;14.02.2025;764,11;Rückzahlung an olaf.zangerle@beispiel-firma.de
10098;10182;04.12.2025;8622,29;Beitrag Juni – Kundennummer 10182
15768;10476;20.10.2025;4822,08;Gutschrift Vorgang 7012
13199;10574;29.07.2025;866,79;"Miete Dezember; Konto DE46999999990000010574"
11575;10028;14.02.2025;5327,32;Dauerauftrag August
13619;10392;26.06.2025;5277,82;Dauerauftrag März
12555;10406;12.11.2025;17,79;Rechnung 2024-8757, Rückfragen unter +49 83 16172945
10623;10511;02.01.2025;-1095,04;Rechnung 2024-0721, Rückfragen unter (050) 7362061
13955;10805;02.10.2025;7688,38;"Miete August; Konto DE07999999990000010805"
15733;10616;14.09.2025;4496,42;Dauerauftrag März
15600;10154;19.07.2025;133,16;"Miete September; Konto DE76999999990000010154"
10140;10665;01.07.2025;1717,83;Überweisung an Jutta Baumgartner
15229;10084;16.06.2025;510,73;"Miete März; Konto DE06999999990000010084"
11323;10658;03.10.2025;-2265,67;Rückzahlung an dieter.muehlbauer@beispiel-firma.de
11876;10420;14.08.2025;-2188,83;Überweisung an Gerd Thelen
12940;10455;15.08.2025;7938,52;Dauerauftrag Februar
10861;10567;21.11.2025;-2164,06;Überweisung an Irene Zangerle
14830;10343;01.09.2025;1187,88;Überweisung an Gisela Pflüger
11071;10742;20.02.2025;5292,97;Rückzahlung an frank.jahnke@beispiel-firma.de
15299;10077;11.11.2025;6807,82;Rechnung 2024-5053, Rückfragen unter (033) 7834537
10049;10035;30.09.2025;5969,90;Beitrag Dezember – Kundennummer 10035
14193;10147;27.09.2025;5558,95;Gutschrift Vorgang 4992
13115;10784;08.05.2025;2130,20;Beitrag August – Kundennummer 10784
15789;10735;10.09.2025;-1202,78;Beitrag November – Kundennummer 10735
11134;10350;14.03.2025;3224,80;Dauerauftrag Januar
13395;10812;15.12.2025;5211,43;Beitrag September – Kundennummer 10812
10098;10042;21.07.2025;4564,95;Überweisung an Bernd Vollmering
11827;10672;08.07.2025;-2375,35;Lastschrift DE54999999990000010672
11337;10224;17.07.2025;-1661,63;Rückzahlung an peter.cordes@beispiel-firma.de
14585;10567;17.01.2025;2279,04;Beitrag November – Kundennummer 10567
12877;10532;11.10.2025;317,64;Beitrag November – Kundennummer 10532
13983;10014;25.02.2025;2190,27;Dauerauftrag Dezember
11330;10175;10.09.2025;-583,81;Lastschrift DE07999999990000010175
15726;10665;26.12.2025;7784,71;Dauerauftrag September
10091;10630;21.10.2025;4907,78;Gutschrift Vorgang 0629
14487;10693;02.03.2025;5960,67;Rechnung 2024-3405, Rückfragen unter (047) 7545151
12100;10322;15.05.2025;-2683,75;Überweisung an Norbert Hasselbach
10602;10455;31.05.2025;4438,48;Dauerauftrag Oktober
15313;10182;28.12.2025;8825,60;Gutschrift Vorgang 4368
13864;10574;14.11.2025;1760,50;Überweisung an Elias Quandtner
13808;10021;06.04.2025;-142,43;Rechnung 2024-6574, Rückfragen unter (050) 8781818
15040;10399;30.11.2025;7794,40;Rückzahlung an elke.hasselbach@beispiel-firma.de
11694;10126;05.03.2025;-811,92;Lastschrift DE48999999990000010126
13829;10035;15.01.2025;7231,16;"Miete Juli; Konto DE47999999990000010035"
15187;10518;10.04.2025;7508,39;Lastschrift DE80999999990000010518
10434;10567;21.02.2025;-368,39;Lastschrift DE39999999990000010567
13437;10672;30.05.2025;-1458,26;Rechnung 2024-2101, Rückfragen unter +49 63 43283493
15502;10588;28.04.2025;-864,26;Gutschrift Vorgang 3860
13521;10616;28.05.2025;8582,83;Lastschrift DE88999999990000010616
15397;10504;05.05.2025;3655,09;"Miete August; Konto DE66999999990000010504"
10420;10581;24.12.2025;933,63;Lastschrift DE53999999990000010581
15642;10259;02.01.2025;6316,29;Rückzahlung an lena.obermeier@beispiel-firma.de
10399;10098;23.03.2025;4052,02;Rückzahlung an gerd.hasselbach@beispiel-firma.de
10504;10245;10.10.2025;6964,39;Rechnung 2024-6123, Rückfragen unter (032) 2426138
13955;10343;04.10.2025;-1369,83;Rückzahlung an gisela.pflueger@beispiel-firma.de
13423;10035;07.02.2025;962,84;Rückzahlung an anja.gruenwald@beispiel-firma.de
14291;10343;13.02.2025;2040,56;"Miete November; Konto DE85999999990000010343"
13213;10245;21.10.2025;-102,80;Rechnung 2024-5821, Rückfragen unter (032) 2426138
15369;10336;01.04.2025;5517,64;Rückzahlung an ingo.zangerle@beispiel-firma.de
13920;10049;02.09.2025;3166,68;Lastschrift DE61999999990000010049
10308;10364;30.03.2025;7017,41;Dauerauftrag Juli
12513;10784;24.09.2025;2354,76;"Miete Dezember; Konto DE76999999990000010784"
13948;10147;26.01.2025;7130,10;Rückzahlung an renate.achterberg@beispiel-firma.de
11694;10525;05.07.2025;5262,67;Rechnung 2024-2452, Rückfragen unter 0459/639653-35
14158;10070;05.04.2025;7387,68;"Miete November; Konto DE82999999990000010070"
11568;10630;05.12.2025;5382,49;Dauerauftrag September
12814;10770;11.06.2025;7223,75;Rückzahlung an gerd.reinsberg@beispiel-firma.de
14557;10203;19.12.2025;8387,67;Dauerauftrag November
11442;10007;19.01.2025;-920,20;Rechnung 2024-6401, Rückfragen unter 0702/817879-16
11344;10574;08.11.2025;-917,64;Gutschrift Vorgang 1731
12912;10315;21.09.2025;5743,01;Lastschrift DE57999999990000010315
10119;10224;06.10.2025;5851,03;Dauerauftrag Januar
12905;10483;19.07.2025;-1506,64;Rückzahlung an petra.lindhorst@beispiel-firma.de
11960;10287;05.10.2025;3784,57;Dauerauftrag Juni
13038;10315;14.10.2025;7756,91;Lastschrift DE57999999990000010315
12373;10294;13.08.2025;233,30;Gutschrift Vorgang 4784
15089;10700;14.12.2025;8875,77;"Miete Dezember; Konto DE82999999990000010700"
15579;10798;11.03.2025;8553,01;Gutschrift Vorgang 8792
10091;10028;23.04.2025;8130,85;"Miete Juni; Konto DE40999999990000010028"
10560;10546;15.05.2025;843,63;Dauerauftrag Februar
14984;10462;15.02.2025;6594,27;Dauerauftrag Dezember
13395;10231;01.04.2025;7312,51;Überweisung an Franziska Achterberg
14095;10441;31.05.2025;1937,76;Rechnung 2024-4075, Rückfragen unter 0399/663469-55
13864;10238;23.09.2025;1513,10;Rückzahlung an holger.baumgartner@beispiel-firma.de
14361;10616;20.11.2025;-2385,06;Rückzahlung an ingo.pflueger@beispiel-firma.de
15124;10644;11.12.2025;3576,22;Rückzahlung an olaf.kettenbach@beispiel-firma.de
10966;10042;23.02.2025;5692,93;Beitrag Januar – Kundennummer 10042
